Company_ID,Litigation_Count,NCLT_Active_Flag,Fraud_Keywords_Count,Negative_News_Sentiment,Promoter_Disputes_Flag,Governance_Issues_Flag,Related_Party_Anomaly_Flag,DIN_Disqualification_Flag,Auditor_Qualified_Opinion_Flag,SARFAESI_Action_Flag,Default_Flag
CMP_000123,0,0,0,-0.27,0,0,0,0,0,0,0
CMP_000124,0,0,0,-0.77,0,0,1,0,0,0,0
CMP_000125,1,0,0,-0.58,0,0,0,0,0,0,0
CMP_000126,0,0,0,-0.43,0,0,0,0,0,0,0
CMP_000127,0,0,0,-0.89,0,0,0,0,0,0,0
CMP_000128,0,0,0,-0.31,0,0,0,0,0,0,0
CMP_000129,0,0,0,-0.72,0,0,0,0,0,0,0
CMP_000130,0,0,0,-0.24,0,0,0,0,0,0,0
CMP_000131,1,0,0,-0.35,0,0,0,0,0,0,0
CMP_000132,0,0,0,-0.03,0,0,0,0,0,0,0
CMP_000133,0,0,0,-0.23,0,0,0,0,0,0,0
CMP_000134,0,0,0,-0.66,0,0,0,0,0,0,0
CMP_000135,0,0,0,-0.45,0,0,1,0,0,0,0
CMP_000136,1,0,0,-0.23,0,0,0,0,0,0,0
CMP_000137,0,0,0,-0.18,0,0,0,0,0,0,0
CMP_000138,0,0,0,-0.68,0,0,0,0,0,0,0
CMP_000139,2,0,0,-0.93,0,1,0,0,0,0,1
CMP_000140,0,0,0,-0.32,0,1,0,0,0,0,0
CMP_000141,0,0,0,-0.62,0,0,0,0,1,0,0
CMP_000142,0,0,0,-0.39,0,0,0,0,0,0,0
CMP_000143,0,0,0,-0.44,0,0,0,0,0,0,0
CMP_000144,1,0,0,-0.42,0,0,0,0,0,0,0
CMP_000145,0,0,0,-0.64,0,0,0,0,0,1,0
CMP_000146,0,0,0,-0.33,0,0,0,0,0,0,0
CMP_000147,1,0,0,-0.81,0,0,0,0,0,1,0
CMP_000148,1,0,0,-0.64,0,0,0,0,0,0,0
CMP_000149,0,0,0,-0.17,0,0,0,0,0,0,0
CMP_000150,0,0,0,-0.35,0,0,0,0,0,0,0
CMP_000151,0,0,0,-0.03,0,0,0,0,0,0,0
CMP_000152,2,0,1,-0.74,1,0,0,0,0,1,1
CMP_000153,0,0,0,-0.52,0,0,0,0,0,0,0
CMP_000154,0,0,0,-0.9,0,0,0,0,0,0,0
CMP_000155,0,0,0,-0.24,0,0,0,0,0,0,0
CMP_000156,0,0,0,-0.12,0,0,0,0,0,0,0
CMP_000157,0,0,0,-0.8,0,0,0,0,0,0,0
CMP_000158,0,0,0,-0.29,0,0,0,0,0,0,0
CMP_000159,0,0,0,-0.11,0,0,0,0,0,0,0
CMP_000160,0,0,0,-0.5,0,1,0,0,0,0,0
CMP_000161,0,0,0,-0.31,0,0,0,0,0,0,0
CMP_000162,0,0,0,-0.25,0,0,0,0,0,0,0
CMP_000163,0,0,0,-0.5,0,0,0,0,0,0,0
CMP_000164,0,0,0,-0.27,0,0,0,0,0,0,0
CMP_000165,0,0,0,-0.97,0,0,0,0,0,0,0
CMP_000166,0,0,0,-0.45,0,0,0,0,0,0,0
CMP_000167,0,0,0,-0.55,0,0,0,0,0,0,0
CMP_000168,0,0,0,-0.09,0,0,0,0,0,0,0
CMP_000169,0,0,0,-0.58,0,0,0,0,0,0,0
CMP_000170,1,0,0,-0.62,0,0,0,0,0,0,0
CMP_000171,0,0,0,-0.3,0,0,0,0,0,0,0
CMP_000172,0,0,0,-0.31,0,0,0,0,0,0,0
CMP_000173,0,0,0,-0.23,0,0,0,0,0,0,0
CMP_000174,0,0,0,-0.31,0,0,0,0,0,0,0
CMP_000175,3,0,0,-0.55,0,1,0,0,1,0,0
CMP_000176,6,0,0,-1.0,0,1,0,0,0,0,0
CMP_000177,0,0,0,-0.18,0,0,0,0,0,0,0
CMP_000178,0,0,0,-0.34,0,0,0,0,0,0,0
CMP_000179,6,0,0,-0.91,0,0,0,0,0,0,0
CMP_000180,0,0,0,-0.15,0,0,0,0,0,0,0
CMP_000181,1,0,0,-0.6,0,1,0,0,0,0,1
CMP_000182,0,0,0,-0.04,0,0,0,0,0,0,0
CMP_000183,0,0,0,-0.37,0,0,0,0,0,0,0
CMP_000184,0,0,0,-0.29,0,0,0,0,0,0,0
CMP_000185,0,0,0,-0.75,0,0,0,0,0,0,0
CMP_000186,1,0,0,-0.18,0,0,0,0,0,0,0
CMP_000187,0,0,0,-0.13,0,0,0,0,0,0,0
CMP_000188,0,0,0,-0.79,0,0,0,0,0,0,0
CMP_000189,0,0,0,-0.49,0,0,0,0,0,0,0
CMP_000190,0,0,0,-0.41,0,0,0,0,0,0,0
CMP_000191,0,0,0,-0.4,0,0,0,0,0,0,0
CMP_000192,0,0,0,-0.45,0,0,0,0,0,0,0
CMP_000193,3,0,1,-0.48,0,1,0,0,0,0,0
CMP_000194,0,0,0,-0.32,0,0,0,0,0,0,0
CMP_000195,0,0,1,-0.88,0,1,1,0,1,1,1
CMP_000196,3,0,0,-0.45,0,1,0,0,0,0,0
CMP_000197,0,0,0,-0.23,0,1,0,0,0,0,0
CMP_000198,0,0,0,-0.14,0,0,0,0,0,0,0
CMP_000199,0,0,0,-0.23,0,0,0,0,0,0,0
CMP_000200,0,0,0,-0.07,0,0,0,0,0,0,0
CMP_000201,1,0,0,-0.5,0,0,0,0,0,0,0
CMP_000202,0,0,0,-0.72,0,0,0,0,0,0,0
CMP_000203,0,0,0,-0.43,0,0,0,0,0,0,0
CMP_000204,1,0,0,-0.39,0,0,0,0,0,0,0
CMP_000205,0,0,0,-0.3,0,0,0,0,0,0,0
CMP_000206,3,0,0,-0.51,0,0,0,0,0,0,0
CMP_000207,1,0,0,-0.4,0,0,0,0,0,0,0
CMP_000208,3,0,0,-0.6,0,0,0,0,0,0,0
CMP_000209,0,0,0,-0.0,0,0,0,0,0,0,0
CMP_000210,1,0,0,-0.65,0,0,0,0,0,0,0
CMP_000211,0,0,0,-0.34,0,0,0,0,0,0,0
CMP_000212,0,0,0,-0.4,0,0,0,0,0,0,0
CMP_000213,1,0,0,-0.34,0,0,0,0,0,0,0
CMP_000214,0,0,0,-0.35,0,1,0,0,0,0,0
CMP_000215,0,0,0,-0.67,0,0,0,0,0,0,0
CMP_000216,0,0,0,-0.32,0,0,0,0,0,0,0
CMP_000217,0,0,0,-0.28,0,0,0,0,0,0,0
CMP_000218,0,0,0,-0.28,0,0,0,0,0,0,0
CMP_000219,0,0,0,-0.11,0,0,0,0,0,0,0
CMP_000220,2,0,0,-0.26,0,0,0,0,0,0,0
CMP_000221,0,0,0,-0.15,0,0,0,0,0,0,0
CMP_000222,0,0,0,-0.25,0,0,0,0,0,0,0
CMP_000223,0,0,0,-0.68,0,0,0,0,0,0,0
CMP_000224,0,0,0,-0.37,0,0,0,0,0,0,0
CMP_000225,0,0,0,-0.38,0,0,0,0,0,0,0
CMP_000226,1,0,0,-0.55,0,0,0,0,0,0,0
CMP_000227,1,1,0,-0.81,0,0,0,0,0,1,1
CMP_000228,0,0,0,-0.16,0,0,0,0,0,0,0
CMP_000229,1,0,0,-0.47,0,0,0,0,0,0,0
CMP_000230,0,0,0,-0.63,0,0,0,0,0,0,0
CMP_000231,0,0,0,-0.21,0,0,0,0,0,0,0
CMP_000232,1,0,0,-0.71,0,1,0,0,0,0,0
CMP_000233,0,0,0,-0.26,0,0,0,0,0,0,0
CMP_000234,0,0,0,-0.22,0,0,0,0,0,0,0
CMP_000235,0,0,0,-0.09,0,0,0,0,0,0,0
CMP_000236,0,0,0,-0.53,0,0,0,0,0,0,0
CMP_000237,0,0,0,-0.72,0,1,0,0,0,0,0
CMP_000238,0,0,0,-0.13,0,0,0,0,0,0,0
CMP_000239,0,0,0,-0.25,0,0,0,0,0,0,0
CMP_000240,0,0,0,-0.18,0,0,0,0,0,0,0
CMP_000241,1,0,0,-0.33,0,0,0,0,0,0,0
CMP_000242,0,0,0,-0.68,0,0,0,0,0,0,0
CMP_000243,1,1,2,-0.54,1,0,0,0,0,0,1
CMP_000244,3,0,0,-0.61,0,1,0,0,0,0,0
CMP_000245,0,0,0,-0.38,0,0,0,0,0,0,0
CMP_000246,2,0,0,-0.63,0,0,0,0,0,1,0
CMP_000247,4,1,1,-0.75,0,0,0,0,0,0,0
CMP_000248,0,0,0,-0.25,0,0,0,0,0,0,0
CMP_000249,0,0,0,-0.02,0,0,0,0,0,0,0
CMP_000250,0,0,0,-0.67,0,0,0,0,0,0,0
CMP_000251,1,0,0,-0.58,0,0,0,0,0,0,0
CMP_000252,0,0,0,-0.6,0,0,0,0,0,0,0
CMP_000253,0,0,0,-0.07,0,0,0,0,0,0,0
CMP_000254,1,0,0,-0.54,0,0,0,0,1,0,1
CMP_000255,0,0,0,-0.47,0,0,0,0,0,0,0
CMP_000256,0,0,0,-0.39,0,0,0,0,1,0,0
CMP_000257,0,0,0,-0.44,0,1,0,0,0,0,0
CMP_000258,0,0,0,-0.18,0,0,0,0,0,0,0
CMP_000259,0,0,0,-0.55,1,0,0,0,0,0,0
CMP_000260,0,0,0,-0.04,0,0,0,0,0,0,0
CMP_000261,0,0,0,-0.74,0,1,1,0,0,1,1
CMP_000262,0,0,0,-0.26,0,0,0,0,0,0,0
CMP_000263,0,0,0,-0.57,0,0,0,0,0,0,0
CMP_000264,0,0,0,0.06,0,0,0,0,0,0,0
CMP_000265,0,0,0,-0.56,0,0,0,0,0,0,0
CMP_000266,0,0,0,-0.31,0,0,0,0,0,0,0
CMP_000267,0,0,0,-0.71,0,0,0,0,0,0,0
CMP_000268,4,0,0,-0.43,0,0,0,0,0,0,0
CMP_000269,0,0,0,-0.47,0,0,0,0,0,0,0
CMP_000270,0,0,0,-0.31,0,0,0,0,0,0,0
CMP_000271,0,0,0,-0.44,0,0,0,0,1,0,0
CMP_000272,0,0,0,-0.21,0,0,0,0,0,0,0
CMP_000273,0,0,0,-0.59,0,0,0,0,0,0,0
CMP_000274,0,0,0,-0.26,0,0,0,0,0,0,0
CMP_000275,0,0,0,-0.18,0,0,0,0,0,0,0
CMP_000276,0,0,0,-0.37,0,0,0,0,0,0,0
CMP_000277,0,0,0,-0.62,0,0,0,0,0,0,0
CMP_000278,0,0,0,-0.44,0,0,0,0,0,0,0
CMP_000279,1,0,0,0.04,0,0,0,0,0,0,0
CMP_000280,0,0,0,-0.14,0,0,0,0,0,0,0
CMP_000281,0,0,0,-0.09,0,0,0,0,0,0,0
CMP_000282,0,0,0,-0.35,0,0,0,0,0,0,0
CMP_000283,4,0,1,-0.78,0,1,0,0,0,1,1
CMP_000284,0,0,0,-0.27,0,0,0,0,0,0,0
CMP_000285,0,0,0,-0.6,0,0,0,0,0,0,0
CMP_000286,0,0,0,-0.39,0,0,0,0,0,0,0
CMP_000287,0,0,0,-0.28,0,1,0,0,0,0,0
CMP_000288,0,0,0,-0.39,0,0,0,0,0,0,0
CMP_000289,1,0,0,-0.62,0,0,0,0,1,0,0
CMP_000290,0,0,0,-0.14,0,0,0,0,0,0,0
CMP_000291,1,0,0,-0.05,0,0,1,0,0,0,0
CMP_000292,0,0,0,-0.12,0,0,0,0,0,0,0
CMP_000293,0,0,0,-0.04,0,1,0,0,0,0,0
CMP_000294,0,0,0,-0.31,0,0,0,0,0,0,0
CMP_000295,0,0,0,-0.25,0,0,0,0,0,0,0
CMP_000296,0,0,0,-0.64,0,0,0,0,0,0,0
CMP_000297,1,0,0,-0.35,0,0,0,0,0,0,0
CMP_000298,0,0,0,-0.68,0,0,0,0,0,0,0
CMP_000299,0,0,0,-0.58,0,0,0,0,0,0,0
CMP_000300,0,0,0,-0.25,0,0,0,0,0,0,0
CMP_000301,0,0,0,-0.1,0,1,0,0,0,0,0
CMP_000302,0,0,0,-0.54,0,0,0,0,0,0,0
CMP_000303,4,0,0,-0.44,0,1,0,0,0,0,0
CMP_000304,0,0,0,-0.57,0,0,0,0,0,0,0
CMP_000305,0,0,0,-0.21,0,1,0,0,0,0,0
CMP_000306,0,0,0,-0.37,0,1,0,0,0,0,0
CMP_000307,1,0,0,-0.38,0,0,0,0,0,0,0
CMP_000308,2,0,0,-0.62,0,0,0,0,0,1,1
CMP_000309,4,1,0,-0.76,0,1,0,1,0,0,1
CMP_000310,1,0,0,-0.27,0,0,0,0,0,0,0
CMP_000311,0,0,0,-0.48,0,0,0,0,0,0,0
CMP_000312,1,1,0,-0.73,1,0,0,0,1,1,1
CMP_000313,0,0,0,-0.39,0,0,0,0,0,0,0
CMP_000314,0,0,0,-0.45,0,0,0,0,0,0,0
CMP_000315,1,0,0,-0.49,0,0,0,0,0,0,0
CMP_000316,1,0,0,-0.21,0,0,0,0,0,0,0
CMP_000317,0,0,0,-0.49,0,0,0,0,0,0,0
CMP_000318,0,0,0,0.01,0,0,0,0,0,0,0
CMP_000319,0,0,0,-0.18,0,0,0,0,0,0,0
CMP_000320,0,0,0,-0.13,0,0,0,0,0,0,0
CMP_000321,0,0,0,-0.17,0,0,0,0,0,0,0
CMP_000322,1,0,0,-0.22,0,0,0,0,0,0,0
CMP_000323,2,0,0,-0.64,0,0,0,0,0,0,0
CMP_000324,0,0,0,-0.21,0,0,0,0,0,0,0
CMP_000325,0,0,0,-0.38,0,1,0,0,0,0,0
CMP_000326,0,0,0,-0.17,0,0,0,0,0,0,0
CMP_000327,0,0,0,-0.33,0,0,0,0,0,0,0
CMP_000328,1,0,0,-0.52,0,0,0,0,0,0,0
CMP_000329,0,0,0,-0.23,0,0,0,0,0,0,0
CMP_000330,1,0,0,-0.42,0,1,0,0,0,0,0
CMP_000331,1,0,0,-0.11,0,0,0,0,0,0,0
CMP_000332,0,0,0,-0.29,0,0,0,0,0,0,0
CMP_000333,0,0,0,-0.33,0,0,0,0,0,0,0
CMP_000334,0,0,0,-0.88,0,0,0,0,0,0,0
CMP_000335,0,0,0,-0.67,0,0,0,0,0,0,0
CMP_000336,1,0,0,-0.53,0,0,0,0,0,0,0
CMP_000337,0,0,0,-0.19,0,0,1,0,0,0,0
CMP_000338,4,0,0,-0.78,0,0,0,0,0,1,0
CMP_000339,0,0,0,-0.23,0,0,0,0,0,0,0
CMP_000340,0,0,0,-0.6,1,0,0,0,0,0,0
CMP_000341,1,0,0,-0.33,0,0,0,0,0,0,0
CMP_000342,0,0,0,-0.01,0,0,0,0,0,0,0
CMP_000343,0,0,0,-0.35,0,0,0,0,0,0,0
CMP_000344,0,0,0,-0.74,0,0,0,0,0,0,0
CMP_000345,0,0,0,-0.28,0,0,0,0,0,0,0
CMP_000346,0,0,0,-0.07,0,0,0,0,0,0,0
CMP_000347,0,0,0,-0.16,0,0,0,0,0,0,0
CMP_000348,0,0,0,-0.29,0,0,0,0,0,0,0
CMP_000349,0,0,0,-0.58,0,0,0,0,0,0,0
CMP_000350,0,0,0,-0.45,0,1,0,0,0,0,0
CMP_000351,0,0,0,-0.39,0,0,0,0,0,0,0
CMP_000352,0,0,0,0.14,0,0,0,0,0,0,0
CMP_000353,0,0,0,0.09,0,0,0,0,0,0,0
CMP_000354,0,0,0,-0.05,0,0,0,0,0,0,0
CMP_000355,0,0,0,-0.41,0,0,1,0,0,0,0
CMP_000356,0,0,0,-0.5,0,0,0,0,0,0,0
CMP_000357,1,0,0,-0.57,0,0,0,0,0,0,0
CMP_000358,0,0,0,-0.72,0,0,1,0,0,0,0
CMP_000359,1,0,0,-0.42,0,0,0,0,0,0,0
CMP_000360,0,0,0,-0.0,0,0,0,0,0,0,0
CMP_000361,0,0,0,-0.21,0,0,0,0,0,0,0
CMP_000362,0,0,0,-0.34,0,0,0,0,0,0,0
CMP_000363,1,0,0,-0.34,0,0,0,0,0,0,0
CMP_000364,0,0,0,-0.42,0,0,0,0,0,0,0
CMP_000365,0,0,0,-0.19,0,0,0,0,0,0,0
CMP_000366,1,0,0,-0.97,0,0,0,0,0,0,1
CMP_000367,0,0,0,-0.42,0,0,0,0,0,0,0
CMP_000368,1,0,0,-0.66,0,0,0,0,0,0,0
CMP_000369,0,0,0,-0.57,0,0,0,0,0,0,0
CMP_000370,0,0,0,-0.05,0,0,0,0,0,0,0
CMP_000371,0,0,0,-0.09,0,0,0,0,0,0,0
CMP_000372,0,0,0,-0.53,0,0,0,0,0,0,0
CMP_000373,0,0,0,-0.72,0,0,0,0,0,0,0
CMP_000374,0,0,0,-0.5,0,0,0,0,0,0,0
CMP_000375,0,0,0,-0.67,1,0,0,0,0,0,0
CMP_000376,1,0,0,-0.34,0,0,0,0,0,0,0
CMP_000377,0,0,0,-0.43,0,0,0,0,0,0,0
CMP_000378,1,0,0,-0.41,0,1,0,0,0,0,1
CMP_000379,0,0,0,-0.34,0,0,0,0,0,0,0
CMP_000380,0,0,0,-0.39,0,0,0,0,0,0,0
CMP_000381,2,0,0,-0.43,0,0,0,0,0,0,0
CMP_000382,0,0,0,-0.04,0,0,0,0,0,0,0
CMP_000383,0,0,0,0.39,0,0,0,0,0,0,0
CMP_000384,2,0,0,-0.42,0,0,0,0,0,0,0
CMP_000385,0,0,0,-0.57,0,0,1,0,0,0,0
CMP_000386,0,0,0,-0.31,0,0,0,0,0,0,0
CMP_000387,0,0,0,-0.51,0,0,0,0,0,0,0
CMP_000388,0,0,0,-0.6,0,0,0,0,0,0,0
CMP_000389,0,0,0,-0.67,0,0,1,0,0,0,0
CMP_000390,0,0,0,-0.07,0,0,0,0,0,0,0
CMP_000391,1,0,0,-0.28,0,0,0,0,0,0,0
CMP_000392,2,0,0,-0.69,0,0,0,0,0,0,1
CMP_000393,0,0,0,-0.53,0,0,0,0,0,0,0
CMP_000394,1,0,0,-0.57,0,0,0,0,0,0,0
CMP_000395,0,0,0,-0.68,0,0,0,0,0,0,0
CMP_000396,0,0,0,-0.27,0,0,0,0,0,0,0
CMP_000397,1,0,0,-0.06,0,0,0,0,0,0,0
CMP_000398,0,0,0,-0.41,0,0,0,0,0,0,0
CMP_000399,0,0,0,-0.79,0,0,0,0,0,1,0
CMP_000400,0,0,0,-0.09,0,0,0,0,0,0,0
CMP_000401,1,0,0,-0.21,0,0,0,0,0,0,0
CMP_000402,1,0,0,-0.15,0,0,0,0,0,0,0
CMP_000403,0,0,0,-0.39,0,0,0,0,0,0,0
CMP_000404,1,0,0,-0.34,0,0,0,0,0,0,0
CMP_000405,3,1,0,-0.68,0,0,0,0,0,1,1
CMP_000406,0,0,0,-0.23,0,0,0,0,0,0,0
CMP_000407,0,0,0,-0.51,0,0,0,0,0,0,0
CMP_000408,0,0,0,-0.49,0,0,0,0,0,0,0
CMP_000409,0,0,0,-0.38,0,0,1,0,0,0,0
CMP_000410,1,0,0,-0.31,0,0,0,0,0,0,0
CMP_000411,0,0,0,-0.35,0,0,0,0,0,0,0
CMP_000412,0,0,0,-0.03,0,0,0,0,0,0,0
CMP_000413,0,0,0,-0.01,0,0,0,0,0,0,0
CMP_000414,0,0,0,-0.46,0,0,0,0,0,0,0
CMP_000415,1,0,0,-0.14,0,0,0,0,0,0,0
CMP_000416,0,0,0,-0.03,0,0,0,0,0,0,0
CMP_000417,0,0,0,-0.75,0,0,0,0,0,0,0
CMP_000418,0,0,0,-0.08,0,0,0,0,0,0,0
CMP_000419,0,0,0,-0.3,0,0,1,0,0,0,0
CMP_000420,0,0,0,-0.12,0,0,0,0,0,0,0
CMP_000421,1,0,0,-0.42,0,0,0,0,0,0,0
CMP_000422,1,0,0,-0.48,0,0,0,0,0,1,0
CMP_000423,0,0,0,-0.59,0,0,0,0,0,0,0
CMP_000424,0,0,0,-0.41,0,0,0,0,0,0,0
CMP_000425,0,0,0,-0.33,0,0,0,0,0,0,0
CMP_000426,0,0,0,-0.19,0,0,0,0,0,0,0
CMP_000427,0,0,0,0.04,0,0,0,0,0,0,0
